q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
要放糖吗？,"[{""role"":""user"",""content"":""要放糖吗？""}]",亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖。,,18,"['问题：""需要加糖吗？"", 答案：""可以根据口味适量加些亲""', '问题：""用加糖吗"", 答案：""亲 可以不用加糖哦""', '问题：""糖呢？加吗"", 答案：""亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖""', '问题：""有没有加糖？"", 答案：""亲 没有哦""', '问题：""这个里面用放白糖吗？"", 答案：""根据自己口味哈亲""', '问题：""需要自己加糖吗"", 答案：""可以根据自己口味哈""', '问题：""不用加糖吗"", 答案：""根据个人口味哈""', '问题：""请问这个是不是不用放糖了？"", 答案：""亲 可以不用放 也可以根据您自己的口味添加""']",,
是即食的吗,"[{""role"":""user"",""content"":""你好""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你这是无糖无添加的吗？""},{""role"":""user"",""content"":""是即食的吗""}]",是的,,18,"['问题：""<食用方式>是开袋即食吗？"", 答案：""不是""', '问题：""要煮的吗"", 答案：""亲 看下哦""', '问题：""是熟的吗？"", 答案：""亲，是的呢，我们的产品是熟的哦~""', '问题：""是袋装吗"", 答案：""根据选项选择哈亲""', '问题：""是罐装吗"", 答案：""亲亲，一罐500g哦。""', '问题：""怎么吃"", 答案：""冲泡即食的亲""', '问题：""可以直接干吃吗"", 答案：""建议冲泡食用亲""', '问题：""会影响食用质量吗"", 答案：""亲，不影响食用的哈。只是快递挤压造成的""']",,
尽快发货,"[{""role"":""user"",""content"":""草莓、芒果、牛奶、巧克力""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""尽快发货""}]",亲亲，正常48小时内发货呢~,亲亲，正常48小时内发货呢~,18,"['问题：""好尽快发货"", 答案：""好的 亲""', '问题：""好的尽快发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""给我快点发货"", 答案：""亲 麻烦您申请下退款哦""', '问题：""尽量快点帮我发货吧"", 答案：""下单48小时内发货亲""', '问题：""已下单望尽快发货尽量快点发货好吗"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""好的尽快安排发货哦"", 答案：""下单48小时内发货亲""', '问题：""好的发货吧"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？赶紧发货吧"", 答案：""亲亲，下单48小时内发货哦~""']",,
一罐多重,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""一罐多重""}]",亲，一罐500g哦~,亲，一罐500g哦~,"18,8","['问题：""一罐是多重"", 答案：""亲，一罐500g哦~""', '问题：""一罐多重。"", 答案：""亲，一罐500g哦~""', '问题：""一罐多重？"", 答案：""亲，一罐300g哦~""', '问题：""一罐有多重？"", 答案：""亲，一罐500g哦~""', '问题：""一罐有多少重量啊"", 答案：""亲，一罐350g哦~""', '问题：""一罐有多重呀？"", 答案：""350g""', '问题：""一罐多少斤"", 答案：""亲，一罐的重量是500g哦~""', '问题：""1罐多少斤"", 答案：""哪款亲""', '问题：""1罐有多重？"", 答案：""亲，一罐300g哦~""', '问题：""一大罐重量多少"", 答案：""一罐500g亲""']",,
一罐几克,"[{""role"":""user"",""content"":""一罐几克""}]",亲，一罐的重量是500g哦~,,18,"['问题：""一罐多少克"", 答案：""亲 一罐350g""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""']",,
一罐有多少克？,"[{""role"":""user"",""content"":""一罐有多少克？""}]",亲，一罐的重量是500g哦~,,18,"['问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐有多少克"", 答案：""亲，一罐300g哦。""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""每罐多少克？"", 答案：""袋装500g 灌装300g 您根据选项拍的""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""']",,
可以了吗？,"[{""role"":""user"",""content"":""在哪撤销？""},{""role"":""assistant"",""content"":""亲，您可以在订单中找到撤销的选项哦~""},{""role"":""user"",""content"":""是这个吗？怎么弄？我老人家不会哟。""},{""role"":""user"",""content"":""你补发我怎么看不到勒？""},{""role"":""user"",""content"":""可以了吗？""}]",,现在可以了哦,18,"['问题：""补发吧"", 答案：""好的亲，已报备补发""', '问题：""补发吧"", 答案：""好的亲这边帮您登记一下""', '问题：""不是应该赔一袋的？"", 答案：""这个补发不了的""', '问题：""什么时候补发"", 答案：""亲，这边快递还没答复""', '问题：""我说补发"", 答案：""稍等""', '问题：""你再给我补发一个吧"", 答案：""实在抱歉亲这个是赠品没法补发哈""', '问题：""怎么样了？抓紧补发吧"", 答案：""亲这边快递还没回复核实完会尽快的哈""', '问题：""一说就补发补发到现在还没到呢"", 答案：""亲 这边先查询下""']",,
可以了吗？,"[{""role"":""user"",""content"":""为什么要确认收货，你先补就可以了""},{""role"":""user"",""content"":""先补""},{""role"":""assistant"",""content"":""亲，需要您先确认收货这边才有权限操作补偿哦~""},{""role"":""user"",""content"":""确认收货不就扣我款了吗？""},{""role"":""user"",""content"":""不补吗""},{""role"":""assistant"",""content"":""亲，需要您先确认收货这边才有权限操作补偿哦~""},{""role"":""user"",""content"":""可以了吗？""}]",亲，确认收货后联系客服给您申请哈,,18,"['问题：""可以了"", 答案：""🌹""', '问题：""好吗？"", 答案：""好的更改了哈""', '问题：""没问题？"", 答案：""亲亲这边确实帮您反馈了咱这边是没问题的""', '问题：""有吗？"", 答案：""根据选项下单哈亲""', '问题：""可以可以啊。"", 答案：""亲 确认收货与我们联系""', '问题：""可以"", 答案：""亲 确认收货后与我们联系""', '问题：""可以"", 答案：""好的，确认收货后联系客服给您申请哈亲""', '问题：""开封的一起退回？"", 答案：""可以""']",,
好的，亲,"[{""role"":""user"",""content"":""亲你好，请问走什么快递下完单几天能发货？""},{""role"":""assistant"",""content"":""亲亲，我们走极兔、中通、邮政，不指定快递，仓库随机发哦~下单48小时内发货亲""},{""role"":""user"",""content"":""好的，亲""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""user"",""content"":""亲我下完单了""},{""role"":""assistant"",""content"":""亲，下完单后我们会尽快发货哦~""},{""role"":""user"",""content"":""好的，亲""}]",好的亲,好的亲,"18,8","['问题：""好喝我就不退了，不好喝，我就退了。"", 答案：""好的，亲""', '问题：""好的谢谢你"", 答案：""亲，好的""', '问题：""老板，已经下单"", 答案：""亲，好的亲""', '问题：""我又买了包装好点"", 答案：""好的 亲""', '问题：""已经下单了"", 答案：""好的亲""', '问题：""那我放到柜子里，多少我不管。"", 答案：""好的 亲""', '问题：""好"", 答案：""好的亲""', '问题：""亲呐，现在是我孙点的这个，我真细瞅瞅那啥玩了，这个玩楞纯不纯的黄瓜籽粉呢，我想问问。我说点完了给我点上瘾了，我说我点看看吧，我下一单看啥样纯不纯这黄瓜籽粉呢，喝好不好。"", 答案：""好的亲""', '问题：""目前还是没有任何联系"", 答案：""好的 亲""', '问题：""我买黄瓜籽粉"", 答案：""好的 亲""']",,
好的，亲,"[{""role"":""user"",""content"":""亲你好，请问走什么快递下完单几天能发货？""},{""role"":""assistant"",""content"":""亲亲，我们走极兔、中通、邮政，不指定快递，仓库随机发哦~下单48小时内发货亲""},{""role"":""user"",""content"":""好的，亲""}]",好的亲,好的亲,"18,8","['问题：""好喝我就不退了，不好喝，我就退了。"", 答案：""好的，亲""', '问题：""好的谢谢你"", 答案：""亲，好的""', '问题：""老板，已经下单"", 答案：""亲，好的亲""', '问题：""我又买了包装好点"", 答案：""好的 亲""', '问题：""已经下单了"", 答案：""好的亲""', '问题：""那我放到柜子里，多少我不管。"", 答案：""好的 亲""', '问题：""好"", 答案：""好的亲""', '问题：""亲呐，现在是我孙点的这个，我真细瞅瞅那啥玩了，这个玩楞纯不纯的黄瓜籽粉呢，我想问问。我说点完了给我点上瘾了，我说我点看看吧，我下一单看啥样纯不纯这黄瓜籽粉呢，喝好不好。"", 答案：""好的亲""', '问题：""目前还是没有任何联系"", 答案：""好的 亲""', '问题：""我买黄瓜籽粉"", 答案：""好的 亲""']",,
怎么做？,"[{""role"":""user"",""content"":""怎么做？""}]",亲，参考下哦~,,18,"['问题：""怎么做呢"", 答案：""参考下亲""', '问题：""怎么做呀"", 答案：""亲 参考下哦""', '问题：""那怎么做呢？"", 答案：""亲 参考下""', '问题：""这个怎么做"", 答案：""亲 参考下哦""', '问题：""怎么做怎么做"", 答案：""亲，参考下哦~""', '问题：""亲，怎么做啊？"", 答案：""亲 参考下哦""', '问题：""这个要怎么做"", 答案：""亲 参考下哦""', '问题：""怎么操作？"", 答案：""订单上申请就可以""']",,
现在下单啥时候发货,"[{""role"":""user"",""content"":""现在下单啥时候发货""}]",亲亲，正常48小时内发货呢~,,"18,8","['问题：""哦现在下单啥时候能发货？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""你好，在吗？现在下单，什么时间发货？"", 答案：""在的 亲""', '问题：""我已经下单了什么时候发货？"", 答案：""亲，下单48小时内发货哦~""', '问题：""我下单了，什么时候发货呢明天发货"", 答案：""亲亲，正常48小时内发货呢~""', '问题：""啥时候能发货？"", 答案：""下单48小时内发货亲""', '问题：""下单了下单了付款了什么时候发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时间发货"", 答案：""下单48小时内发货亲""', '问题：""什么时候发货？"", 答案：""48小时发货""', '问题：""什么时候发货？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时候发货？"", 答案：""下单48小时内发货亲""']",,
发邮政吗,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""},{""role"":""user"",""content"":""能发邮政吗""},{""role"":""assistant"",""content"":""亲，我们不支持指定快递哦~""},{""role"":""user"",""content"":""能发邮政吗""},{""role"":""assistant"",""content"":""不支持指定快递哦~""},{""role"":""user"",""content"":""发邮政吗""}]",亲，我们不支持指定快递哦~,不支持指定快递哦~,"18,8","['问题：""发邮政不"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""可以发邮政吗"", 答案：""亲，不指定快递""', '问题：""好的给我发邮政吗"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""能给我发邮政吗"", 答案：""随机的""', '问题：""发邮政快递"", 答案：""亲 不支持指定快递哦""', '问题：""发邮政快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""', '问题：""邮政快递发不"", 答案：""亲，我们不支持指定快递哦~""', '问题：""质量保证吗发邮政吗"", 答案：""亲亲，我们的商品质量有保证哦，您可以放心购买~""', '问题：""请问发的啥快递？就你发的这个啥快递？"", 答案：""邮政""', '问题：""能用邮政吗！[嘻嘻]"", 答案：""亲 不支持指定快递哦""']",,
有好评返现吗？,"[{""role"":""user"",""content"":""这铁棍山药含量多少？""},{""role"":""assistant"",""content"":""纯的哈""},{""role"":""user"",""content"":""我看看列表说明？""},{""role"":""assistant"",""content"":""亲，客服这边暂时没有哈可以参考下评论区或者页面详情哦""},{""role"":""user"",""content"":""你那里没产品吗？""},{""role"":""user"",""content"":""里面有啥添加剂？""},{""role"":""assistant"",""content"":""亲这边是客服哈不是仓库那边，您可以参考评论区看下实物哦""},{""role"":""user"",""content"":""6元一罐，全山药粉你不亏了吗？""},{""role"":""assistant"",""content"":""活动价哈""},{""role"":""user"",""content"":""有好评返现吗？""}]","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。",18,"['问题：""有好评返现吗"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""好评返现吗"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好评返现？？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好评返现哦"", 答案：""感谢支持""', '问题：""那这么说也好评有返现么？"", 答案：""如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""在吗亲好评返现吗"", 答案：""好的亲""', '问题：""<基础问题>有好评返现吗？"", 答案：""没有""', '问题：""好评返现"", 答案：""感谢支持""']",,
质量怎么样,"[{""role"":""user"",""content"":""质量怎么样""}]",亲，我们的商品质量很好哦，您可以放心购买哦~,亲，我们的商品质量很好哦，您可以放心购买哦~,18,"['问题：""质量怎么样"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""质量怎么样"", 答案：""一斤可以做很多次，具体次数需要根据您的使用量和制作方式而定""', '问题：""质量怎么样"", 答案：""质量很好的亲，可以参考评论区""', '问题：""质量不好"", 答案：""亲，商品生产流程严格监督，发货前都有检查 您放心拍哈""', '问题：""怎么这么便宜，吓得我不敢相信"", 答案：""质量放心哈""', '问题：""质量是一样的吗？质量是一样的吗？"", 答案：""亲，商品质量是一样的哦。""', '问题：""算吧不知道质量如何？"", 答案：""质量很好的呢""', '问题：""质量太差了"", 答案：""亲，这个本身就属于赠品哈""']",,
可以发邮政吗,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""老板""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""可以发邮政吗""}]",亲，可以发邮政哦，但是不支持指定快递，仓库随机发货呢~,没法指定哈,18,"['问题：""可以发在申通吗？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""可以发顺丰不"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""可以备注邮政吗？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""能用邮政吗！[嘻嘻]"", 答案：""亲 不支持指定快递哦""', '问题：""请问发的啥快递？就你发的这个啥快递？"", 答案：""邮政""', '问题：""邮政太慢了给我发中通吧"", 答案：""亲，我们也不支持指定快递哦，仓库随机发货呢~""', '问题：""麻烦邮政快递"", 答案：""不支持指定""', '问题：""净重？可以不发邮政吗？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""']",,
怎么使用的,"[{""role"":""user"",""content"":""为什么这双皮奶弄起来跟果冻一样的""},{""role"":""assistant"",""content"":""亲调整一下比例试下哦""},{""role"":""user"",""content"":""一点双皮奶味道都没有，跟布丁果冻味道差不多""},{""role"":""user"",""content"":""今晚是按比例试的""},{""role"":""assistant"",""content"":""比例是称重的吗""},{""role"":""user"",""content"":""我把另一包退货给你吧，有一包开了试了味道，一点都不好吃""},{""role"":""assistant"",""content"":""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""怎么使用的""}]",亲 参考下哦,亲 参考下哦,18,"['问题：""怎么使用"", 答案：""热水冲泡即可""', '问题：""怎么用"", 答案：""冲泡即食哈亲""', '问题：""这个怎么使用有使用方法吗，商用"", 答案：""亲 参考下哦""', '问题：""怎么使用？怎么操作？有说明书吗"", 答案：""亲 参考下哦""', '问题：""怎么操作？"", 答案：""订单上申请就可以""', '问题：""怎么操作？"", 答案：""亲 找到您的订单申请退货退款 按要求操作就可以哦""', '问题：""怎么用怎么冲"", 答案：""看一下亲""', '问题：""收到货了怎么使用"", 答案：""您可以参考一下商品说明书或者教程哦。""']",,
一罐是多少克？,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""一罐是多少克？""},{""role"":""user"",""content"":""一罐是多少克？""}]",,亲，一罐的重量是500g哦~,"18,8","['问题：""一罐是多少克？"", 答案：""亲，一罐500g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克，"", 答案：""亲，一罐500g哦~""', '问题：""一罐有多少克"", 答案：""亲，一罐300g哦。""', '问题：""一罐有多少克"", 答案：""亲 一罐500g""', '问题：""每罐多少克？"", 答案：""袋装500g 灌装300g 您根据选项拍的""', '问题：""一罐多少克"", 答案：""500g亲""']",,
一罐是多少克？,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""一罐是多少克？""}]",亲，一罐的重量是500g哦~,,"18,8","['问题：""一罐是多少克？"", 答案：""亲，一罐500g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克，"", 答案：""亲，一罐500g哦~""', '问题：""一罐有多少克"", 答案：""亲，一罐300g哦。""', '问题：""一罐有多少克"", 答案：""亲 一罐500g""', '问题：""每罐多少克？"", 答案：""袋装500g 灌装300g 您根据选项拍的""', '问题：""一罐多少克"", 答案：""500g亲""']",,
一罐是多少克？,"[{""role"":""user"",""content"":""一罐是多少克？""}]",小麦胚芽，袋装是500g一袋，桶装是400g一桶，罐装是300g一罐。,亲，一罐500g哦。,18,"['问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐有多少克"", 答案：""亲，一罐300g哦。""', '问题：""每罐多少克？"", 答案：""袋装500g 灌装300g 您根据选项拍的""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""']",,
一罐重量多少？,"[{""role"":""user"",""content"":""一罐重量多少？""}]",袋装500g 桶装400g 罐装300g 您根据选项拍亲,袋装500g 桶装400g 罐装300g 您根据选项拍亲,18,"['问题：""一罐多重？"", 答案：""亲，一罐300g哦~""', '问题：""一罐多重。"", 答案：""亲，一罐500g哦~""', '问题：""一罐有多重呀？"", 答案：""350g""', '问题：""一罐是多少斤的？"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""一罐有多少重量啊"", 答案：""亲，一罐350g哦~""', '问题：""每罐多重？"", 答案：""亲，一罐300g哦。""', '问题：""请问一罐有多重？"", 答案：""亲，一罐350g哦~""', '问题：""1罐有多重？"", 答案：""亲，一罐300g哦~""']",,
发什么快递呢,"[{""role"":""user"",""content"":""你好，""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""我下单了买2斤送2斤，一共4斤对吗""},{""role"":""assistant"",""content"":""是的，亲，一共4斤哦。""},{""role"":""user"",""content"":""我要芒果，草莓，香芋，牛奶，这四种口味的，请帮我备注一下，不要发错了""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""如果品质好的话，以后都来你家买了""},{""role"":""assistant"",""content"":""亲，品质有保证哦""},{""role"":""user"",""content"":""请尽快安排发货哦""},{""role"":""assistant"",""content"":""亲亲，会尽快安排发货的哈~""},{""role"":""user"",""content"":""发什么快递呢""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发中通吧"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
申请退货,"[{""role"":""user"",""content"":""2罐""},{""role"":""user"",""content"":""好的""},{""role"":""user"",""content"":""取消已下订单""},{""role"":""user"",""content"":""拍错了""},{""role"":""user"",""content"":""怎么联系后台？""},{""role"":""user"",""content"":""申请退货""}]",亲，申请退货退款哦~,,18,"['问题：""消费者申请开启售后，请处理消费者申请开启售后，请处理不需要了，退款吧"", 答案：""申请退货退款""', '问题：""你的地址"", 答案：""申请退货退款""', '问题：""怎么不支持退货？"", 答案：""申请退货退款""', '问题：""我想申请退货"", 答案：""亲，未拆封的可以申请退货退款哈""', '问题：""已经申请退款已经伪劣丕良和快递单发送给了你。而你一而再，再而三的空话"", 答案：""申请退货退款，""', '问题：""退货"", 答案：""亲 申请下哦""', '问题：""退货"", 答案：""已拦截""', '问题：""退货"", 答案：""还没发货哦亲""']",,
是纯黄瓜籽粉吗？,"[{""role"":""user"",""content"":""是纯黄瓜籽粉吗？""}]",亲亲，是的，我们的产品是纯黄瓜籽磨的粉哦~,,18,"['问题：""你看这黄子粉也不纯呐，都没有黄瓜味的啥玩意，我上次买的都有黄瓜籽味，这一点味都没有。"", 答案：""亲亲，纯黄瓜籽粉哦""', '问题：""是麦夫子，假的。没有瓜子味。"", 答案：""亲亲，纯黄瓜籽粉哈""', '问题：""主要是怎么弄也不黏糊？喝到嘴里全是渣子"", 答案：""亲亲，纯黄瓜籽粉没有添加剂的哈""', '问题：""这个黄瓜籽怎么发黑呢是纯的吗"", 答案：""亲，纯的哈不添加添加剂的哦""', '问题：""为什么黄瓜籽粉颜色会不一样呢"", 答案：""亲，黄瓜籽粉颜色不一样是因为经过加工的哦保证质量的哦""', '问题：""真是纯老黄瓜籽磨的粉吗？我婆家很挑剔的别看大农村人，事可多了"", 答案：""亲亲，我们的产品是纯老黄瓜籽磨的粉，质量很好哦~""']",,
你好，在吗？,"[{""role"":""user"",""content"":""你好，在吗？""}]",在的 亲,,18,"['问题：""你好，在吗？"", 答案：""在的 亲""', '问题：""在吗您好"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""你好在不"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""在吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""[在吗]"", 答案：""好的亲🌹""', '问题：""在吗[在吗]"", 答案：""你好 在的亲""', '问题：""在吗亲"", 答案：""你好""']",,
我想退货,"[{""role"":""user"",""content"":""我想退货""}]",可以的,亲 可以在订单上申请退款哦,18,"['问题：""我想退货"", 答案：""可以的，申请退款就可以哈~""', '问题：""我想退货"", 答案：""亲，可以的，您耐心等待退款就可以哈""', '问题：""我想申请退货"", 答案：""亲，未拆封的可以申请退货退款哈""', '问题：""您好，我想退货"", 答案：""什么问题呢亲""', '问题：""我要退货不要"", 答案：""亲，您可以直接申请退款哦~""', '问题：""我要退货。"", 答案：""您申请退货退款""', '问题：""我要退货退款"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""这个我要退货"", 答案：""商品寄回有专人处理的哈""']",,
取消订单,"[{""role"":""user"",""content"":""取消订单""}]",亲，您可以在订单上申请退款哦~,亲，您可以在订单上申请退款哦~,18,"['问题：""怎样取消"", 答案：""订单里取消哦""', '问题：""不小心点错了取消订单"", 答案：""亲 您在订单上申请退款就可以哦""', '问题：""现在取消不了订单，等会拼单成功，我改 下"", 答案：""需要我这边帮您取消吗""', '问题：""<基础问题>如何取消订单？"", 答案：""后台申请退款""', '问题：""4块钱用用退了"", 答案：""取消下""', '问题：""撤销不了呀"", 答案：""亲 找到您的订单有撤销的选项哦""', '问题：""不知下步怎么办理，给个页面，我好确认付款。"", 答案：""取消一下退款哦""', '问题：""退货"", 答案：""亲 发出都是严格检查的哦""']",,
太难吃了,"[{""role"":""user"",""content"":""太难吃了""}]",亲亲，每个人口感不一样的哈,亲亲，每个人口感不一样的哈,18,"['问题：""难吃死了"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""实在太难吃了，只能扔掉，、"", 答案：""亲 如果不满意的话 可以申请退货退款""', '问题：""这次买的这么难吃的，进不了龺口"", 答案：""亲亲，每个人口感不一样的哈""', '问题：""口感很难吃啊怎么回事"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""真难喝"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""好难吃，能退吗"", 答案：""未拆封可以退回""', '问题：""宝贝很难吃，不想吃"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""太难吃了，而且很粗今天刚拿出来吃，味发苦，吃后难受，要求退货"", 答案：""亲 每个人的口感是不同的哦""']",,
糖尿病人可以吃吗？,"[{""role"":""user"",""content"":""糖尿病人可以吃吗？""}]",亲，不建议糖尿病人食用哦。建议您先咨询下医生哦~,,18,"['问题：""糖尿病人可以吃吗？！"", 答案：""亲，不建议糖尿病人食用哦 建议您先咨询下医生哦""', '问题：""糖尿病人可以吃吗"", 答案：""亲，不建议糖尿病人食用哦。""', '问题：""糖尿病人能吃吗？"", 答案：""亲，建议先咨询下医生""', '问题：""糖尿病人能吃吗"", 答案：""亲 建议咨询医生哦""', '问题：""糖尿病人是否可以吃？"", 答案：""咨询医生哈亲""', '问题：""糖尿病人可用吗"", 答案：""亲，不建议糖尿病人食用哦。您也可以咨询下医生""', '问题：""<商品成分>糖尿病人可以食用吗？"", 答案：""遵医嘱""', '问题：""亲，糖尿病人吃，血糖升高？"", 答案：""零添加蔗糖哈""']",,
能发邮政吗,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""},{""role"":""user"",""content"":""能发邮政吗""},{""role"":""assistant"",""content"":""亲，我们不支持指定快递哦~""},{""role"":""user"",""content"":""能发邮政吗""}]",亲，我们不支持指定快递哦~,不支持指定快递哦~,"18,8","['问题：""可以发邮政吗"", 答案：""亲，不指定快递""', '问题：""能给我发邮政吗"", 答案：""随机的""', '问题：""发邮政不"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好的给我发邮政吗"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发邮政快递"", 答案：""亲 不支持指定快递哦""', '问题：""发邮政快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""', '问题：""邮政快递发不"", 答案：""亲，我们不支持指定快递哦~""', '问题：""发啥快递下单能发邮政吗"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""可以发在申通吗？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""能用邮政吗！[嘻嘻]"", 答案：""亲 不支持指定快递哦""']",,
